alignment model score count replica lf domain
NWSn F_model 540 934545 0 90 0
NWSn F_model 550 1079712 0 90 0
NWSn F_model 560 1154634 0 90 0
NWSn F_model 570 1228796 0 90 0
NWSn F_model 580 1466386 0 90 0
NWSn F_model 590 1273765 0 90 0
NWSn F_model 600 5192951 0 90 0
NWSn F_model 610 1250708 0 90 0
NWSn F_model 620 1239568 0 90 0
NWSn F_model 630 1436865 0 90 0
NWSn F_model 640 1433139 0 90 0
NWSn F_model 650 1609443 0 90 0
NWSn F_model 660 1668021 0 90 0
NWSn F_model 670 1720995 0 90 0
NWSn F_model 680 1990331 0 90 0
NWSn F_model 690 1663754 0 90 0
NWSn F_model 700 6526266 0 90 0
NWSn F_model 710 1413801 0 90 0
NWSn F_model 720 1375747 0 90 0
NWSn F_model 730 1559503 0 90 0
NWSn F_model 740 1526374 0 90 0
NWSn F_model 750 1674265 0 90 0
NWSn F_model 760 1704488 0 90 0
NWSn F_model 770 1711934 0 90 0
NWSn F_model 780 1940566 0 90 0
NWSn F_model 790 1565962 0 90 0
NWSn F_model 800 6119000 0 90 0
NWSn F_model 810 1176948 0 90 0
NWSn F_model 820 1137019 0 90 0
NWSn F_model 830 1264246 0 90 0
NWSn F_model 840 1224107 0 90 0
NWSn F_model 850 1316517 0 90 0
NWSn F_model 860 1325882 0 90 0
NWSn F_model 870 1300716 0 90 0
NWSn F_model 880 1462268 0 90 0
NWSn F_model 890 1140046 0 90 0
NWSn F_model 900 4548111 0 90 0
NWSn F_model 910 770245 0 90 0
NWSn F_model 920 739630 0 90 0
NWSn F_model 930 810779 0 90 0
NWSn F_model 940 781622 0 90 0
NWSn F_model 950 828531 0 90 0
NWSn F_model 960 828340 0 90 0
NWSn F_model 970 798503 0 90 0
NWSn F_model 980 897311 0 90 0
NWSn F_model 990 675816 0 90 0
NWSn F_model 1000 2809761 0 90 0
NWSn F_model 1010 414294 0 90 0
NWSn F_model 1020 397104 0 90 0
NWSn F_model 1030 432431 0 90 0
NWSn F_model 1040 416291 0 90 0
NWSn F_model 1050 434277 0 90 0
NWSn F_model 1060 434078 0 90 0
NWSn F_model 1070 411730 0 90 0
NWSn F_model 1080 464989 0 90 0
NWSn F_model 1090 337216 0 90 0
NWSn F_model 1100 1491045 0 90 0
NWSn F_model 1110 190869 0 90 0
NWSn F_model 1120 181762 0 90 0
NWSn F_model 1130 196244 0 90 0
NWSn F_model 1140 189894 0 90 0
NWSn F_model 1150 196029 0 90 0
NWSn F_model 1160 196862 0 90 0
NWSn F_model 1170 181969 0 90 0
NWSn F_model 1180 208994 0 90 0
NWSn F_model 1190 146668 0 90 0
NWSn F_model 1200 696396 0 90 0
NWSn F_model 1210 75408 0 90 0
NWSn F_model 1220 72498 0 90 0
NWSn F_model 1230 77698 0 90 0
NWSn F_model 1240 75136 0 90 0
NWSn F_model 1250 77226 0 90 0
NWSn F_model 1260 78959 0 90 0
NWSn F_model 1270 71675 0 90 0
NWSn F_model 1280 83457 0 90 0
NWSn F_model 1290 56437 0 90 0
NWSn F_model 1300 290743 0 90 0
NWSn F_model 1310 26765 0 90 0
NWSn F_model 1320 25918 0 90 0
NWSn F_model 1330 27666 0 90 0
NWSn F_model 1340 26903 0 90 0
NWSn F_model 1350 27305 0 90 0
NWSn F_model 1360 27920 0 90 0
NWSn F_model 1370 25256 0 90 0
NWSn F_model 1380 30177 0 90 0
NWSn F_model 1390 19394 0 90 0
NWSn F_model 1400 109844 0 90 0
NWSn F_model 1410 8513 0 90 0
NWSn F_model 1420 8239 0 90 0
NWSn F_model 1430 8778 0 90 0
NWSn F_model 1440 8677 0 90 0
NWSn F_model 1450 8826 0 90 0
NWSn F_model 1460 9317 0 90 0
NWSn F_model 1470 8010 0 90 0
NWSn F_model 1480 9775 0 90 0
NWSn F_model 1490 6053 0 90 0
NWSn F_model 1500 38359 0 90 0
NWSn F_model 1510 2377 0 90 0
NWSn F_model 1520 2397 0 90 0
NWSn F_model 1530 2562 0 90 0
NWSn F_model 1540 2570 0 90 0
NWSn F_model 1550 2497 0 90 0
NWSn F_model 1560 2704 0 90 0
NWSn F_model 1570 2331 0 90 0
NWSn F_model 1580 3057 0 90 0
NWSn F_model 1590 1733 0 90 0
NWSn F_model 1600 12425 0 90 0
NWSn F_model 1610 661 0 90 0
NWSn F_model 1620 649 0 90 0
NWSn F_model 1630 660 0 90 0
NWSn F_model 1640 658 0 90 0
NWSn F_model 1650 658 0 90 0
NWSn F_model 1660 742 0 90 0
NWSn F_model 1670 689 0 90 0
NWSn F_model 1680 839 0 90 0
NWSn F_model 1690 459 0 90 0
NWSn F_model 1700 3708 0 90 0
NWSn F_model 1710 175 0 90 0
NWSn F_model 1720 154 0 90 0
NWSn F_model 1730 165 0 90 0
NWSn F_model 1740 187 0 90 0
NWSn F_model 1750 177 0 90 0
NWSn F_model 1760 193 0 90 0
NWSn F_model 1770 147 0 90 0
NWSn F_model 1780 213 0 90 0
NWSn F_model 1790 106 0 90 0
NWSn F_model 1800 1094 0 90 0
NWSn F_model 1810 33 0 90 0
NWSn F_model 1820 43 0 90 0
NWSn F_model 1830 34 0 90 0
NWSn F_model 1840 42 0 90 0
NWSn F_model 1850 40 0 90 0
NWSn F_model 1860 45 0 90 0
NWSn F_model 1870 34 0 90 0
NWSn F_model 1880 51 0 90 0
NWSn F_model 1890 25 0 90 0
NWSn F_model 1900 252 0 90 0
NWSn F_model 1910 10 0 90 0
NWSn F_model 1920 7 0 90 0
NWSn F_model 1930 5 0 90 0
NWSn F_model 1940 4 0 90 0
NWSn F_model 1950 6 0 90 0
NWSn F_model 1960 7 0 90 0
NWSn F_model 1970 15 0 90 0
NWSn F_model 1980 15 0 90 0
NWSn F_model 1990 6 0 90 0
NWSn F_model 2000 65 0 90 0
NWSn F_model 2010 1 0 90 0
NWSn F_model 2030 2 0 90 0
NWSn F_model 2040 2 0 90 0
NWSn F_model 2050 4 0 90 0
NWSn F_model 2060 1 0 90 0
NWSn F_model 2070 2 0 90 0
NWSn F_model 2080 4 0 90 0
NWSn F_model 2090 1 0 90 0
NWSn F_model 2100 15 0 90 0
NWSn F_model 2120 1 0 90 0
NWSn F_model 2160 1 0 90 0
NWSn F_model 2200 5 0 90 0
NWSn F_model 2300 2 0 90 0
NWSn T_model 90 2 0 90 0
NWSn T_model 100 15 0 90 0
NWSn T_model 110 10 0 90 0
NWSn T_model 120 11 0 90 0
NWSn T_model 130 22 0 90 0
NWSn T_model 140 39 0 90 0
NWSn T_model 150 37 0 90 0
NWSn T_model 160 79 0 90 0
NWSn T_model 170 89 0 90 0
NWSn T_model 180 215 0 90 0
NWSn T_model 190 247 0 90 0
NWSn T_model 200 2079 0 90 0
NWSn T_model 210 954 0 90 0
NWSn T_model 220 1210 0 90 0
NWSn T_model 230 1910 0 90 0
NWSn T_model 240 2420 0 90 0
NWSn T_model 250 3542 0 90 0
NWSn T_model 260 4693 0 90 0
NWSn T_model 270 6101 0 90 0
NWSn T_model 280 9719 0 90 0
NWSn T_model 290 10376 0 90 0
NWSn T_model 300 61991 0 90 0
NWSn T_model 310 25329 0 90 0
NWSn T_model 320 28962 0 90 0
NWSn T_model 330 39275 0 90 0
NWSn T_model 340 45752 0 90 0
NWSn T_model 350 59486 0 90 0
NWSn T_model 360 73450 0 90 0
NWSn T_model 370 88108 0 90 0
NWSn T_model 380 120514 0 90 0
NWSn T_model 390 120853 0 90 0
NWSn T_model 400 570152 0 90 0
NWSn T_model 410 198438 0 90 0
NWSn T_model 420 214210 0 90 0
NWSn T_model 430 269929 0 90 0
NWSn T_model 440 294749 0 90 0
NWSn T_model 450 361041 0 90 0
NWSn T_model 460 411234 0 90 0
NWSn T_model 470 465211 0 90 0
NWSn T_model 480 584529 0 90 0
NWSn T_model 490 550328 0 90 0
NWSn T_model 500 2245867 0 90 0
NWSn T_model 510 682595 0 90 0
NWSn T_model 520 703457 0 90 0
NWSn T_model 530 846987 0 90 0
NWSn T_model 540 876723 0 90 0
NWSn T_model 550 1027317 0 90 0
NWSn T_model 560 1103833 0 90 0
NWSn T_model 570 1194124 0 90 0
NWSn T_model 580 1417783 0 90 0
NWSn T_model 590 1266740 0 90 0
NWSn T_model 600 4780780 0 90 0
NWSn T_model 610 1278257 0 90 0
NWSn T_model 620 1277855 0 90 0
NWSn T_model 630 1480896 0 90 0
NWSn T_model 640 1485054 0 90 0
NWSn T_model 650 1677728 0 90 0
NWSn T_model 660 1733972 0 90 0
NWSn T_model 670 1810268 0 90 0
NWSn T_model 680 2070545 0 90 0
NWSn T_model 690 1767854 0 90 0
NWSn T_model 700 6487934 0 90 0
NWSn T_model 710 1520446 0 90 0
NWSn T_model 720 1489494 0 90 0
NWSn T_model 730 1681851 0 90 0
NWSn T_model 740 1647559 0 90 0
NWSn T_model 750 1809537 0 90 0
NWSn T_model 760 1830774 0 90 0
NWSn T_model 770 1854564 0 90 0
NWSn T_model 780 2074628 0 90 0
NWSn T_model 790 1698737 0 90 0
NWSn T_model 800 6282731 0 90 0
NWSn T_model 810 1278960 0 90 0
NWSn T_model 820 1236816 0 90 0
NWSn T_model 830 1370475 0 90 0
NWSn T_model 840 1324889 0 90 0
NWSn T_model 850 1426011 0 90 0
NWSn T_model 860 1424764 0 90 0
NWSn T_model 870 1403090 0 90 0
NWSn T_model 880 1557756 0 90 0
NWSn T_model 890 1225670 0 90 0
NWSn T_model 900 4710259 0 90 0
NWSn T_model 910 824079 0 90 0
NWSn T_model 920 789697 0 90 0
NWSn T_model 930 864684 0 90 0
NWSn T_model 940 825550 0 90 0
NWSn T_model 950 878288 0 90 0
NWSn T_model 960 870986 0 90 0
NWSn T_model 970 838780 0 90 0
NWSn T_model 980 934190 0 90 0
NWSn T_model 990 705270 0 90 0
NWSn T_model 1000 2881674 0 90 0
NWSn T_model 1010 425925 0 90 0
NWSn T_model 1020 406009 0 90 0
NWSn T_model 1030 441701 0 90 0
NWSn T_model 1040 422589 0 90 0
NWSn T_model 1050 441674 0 90 0
NWSn T_model 1060 440658 0 90 0
NWSn T_model 1070 412379 0 90 0
NWSn T_model 1080 466056 0 90 0
NWSn T_model 1090 337989 0 90 0
NWSn T_model 1100 1497592 0 90 0
NWSn T_model 1110 184658 0 90 0
NWSn T_model 1120 175992 0 90 0
NWSn T_model 1130 190726 0 90 0
NWSn T_model 1140 183267 0 90 0
NWSn T_model 1150 188660 0 90 0
NWSn T_model 1160 188849 0 90 0
NWSn T_model 1170 174107 0 90 0
NWSn T_model 1180 199311 0 90 0
NWSn T_model 1190 138337 0 90 0
NWSn T_model 1200 678598 0 90 0
NWSn T_model 1210 68876 0 90 0
NWSn T_model 1220 65777 0 90 0
NWSn T_model 1230 70714 0 90 0
NWSn T_model 1240 68544 0 90 0
NWSn T_model 1250 70064 0 90 0
NWSn T_model 1260 71067 0 90 0
NWSn T_model 1270 64024 0 90 0
NWSn T_model 1280 75164 0 90 0
NWSn T_model 1290 49369 0 90 0
NWSn T_model 1300 272435 0 90 0
NWSn T_model 1310 22179 0 90 0
NWSn T_model 1320 21467 0 90 0
NWSn T_model 1330 23109 0 90 0
NWSn T_model 1340 22370 0 90 0
NWSn T_model 1350 22792 0 90 0
NWSn T_model 1360 23922 0 90 0
NWSn T_model 1370 20611 0 90 0
NWSn T_model 1380 25321 0 90 0
NWSn T_model 1390 15706 0 90 0
NWSn T_model 1400 99386 0 90 0
NWSn T_model 1410 6647 0 90 0
NWSn T_model 1420 6407 0 90 0
NWSn T_model 1430 6729 0 90 0
NWSn T_model 1440 6727 0 90 0
NWSn T_model 1450 6796 0 90 0
NWSn T_model 1460 7264 0 90 0
NWSn T_model 1470 6057 0 90 0
NWSn T_model 1480 7684 0 90 0
NWSn T_model 1490 4603 0 90 0
NWSn T_model 1500 32734 0 90 0
NWSn T_model 1510 1772 0 90 0
NWSn T_model 1520 1683 0 90 0
NWSn T_model 1530 1799 0 90 0
NWSn T_model 1540 1818 0 90 0
NWSn T_model 1550 1859 0 90 0
NWSn T_model 1560 1924 0 90 0
NWSn T_model 1570 1657 0 90 0
NWSn T_model 1580 2031 0 90 0
NWSn T_model 1590 1198 0 90 0
NWSn T_model 1600 9749 0 90 0
NWSn T_model 1610 391 0 90 0
NWSn T_model 1620 426 0 90 0
NWSn T_model 1630 430 0 90 0
NWSn T_model 1640 500 0 90 0
NWSn T_model 1650 450 0 90 0
NWSn T_model 1660 469 0 90 0
NWSn T_model 1670 396 0 90 0
NWSn T_model 1680 524 0 90 0
NWSn T_model 1690 272 0 90 0
NWSn T_model 1700 2847 0 90 0
NWSn T_model 1710 88 0 90 0
NWSn T_model 1720 103 0 90 0
NWSn T_model 1730 107 0 90 0
NWSn T_model 1740 116 0 90 0
NWSn T_model 1750 110 0 90 0
NWSn T_model 1760 97 0 90 0
NWSn T_model 1770 93 0 90 0
NWSn T_model 1780 128 0 90 0
NWSn T_model 1790 69 0 90 0
NWSn T_model 1800 711 0 90 0
NWSn T_model 1810 24 0 90 0
NWSn T_model 1820 29 0 90 0
NWSn T_model 1830 13 0 90 0
NWSn T_model 1840 21 0 90 0
NWSn T_model 1850 24 0 90 0
NWSn T_model 1860 24 0 90 0
NWSn T_model 1870 10 0 90 0
NWSn T_model 1880 35 0 90 0
NWSn T_model 1890 14 0 90 0
NWSn T_model 1900 168 0 90 0
NWSn T_model 1910 8 0 90 0
NWSn T_model 1920 2 0 90 0
NWSn T_model 1930 1 0 90 0
NWSn T_model 1940 2 0 90 0
NWSn T_model 1950 3 0 90 0
NWSn T_model 1960 8 0 90 0
NWSn T_model 1970 4 0 90 0
NWSn T_model 1980 7 0 90 0
NWSn T_model 1990 4 0 90 0
NWSn T_model 2000 46 0 90 0
NWSn T_model 2020 3 0 90 0
NWSn T_model 2040 1 0 90 0
NWSn T_model 2060 1 0 90 0
NWSn T_model 2070 2 0 90 0
NWSn T_model 2080 1 0 90 0
NWSn T_model 2100 10 0 90 0
NWSn T_model 2160 1 0 90 0
NWSn T_model 2200 2 0 90 0
NWSn T_model 2270 1 0 90 0
NWSn T_model 2400 1 0 90 0
NWSn T_model 2500 1 0 90 0
NWSn T_model 6820 1 0 90 0
NWSn A_model 70 1 0 90 0
NWSn A_model 80 1 0 90 0
NWSn A_model 100 14 0 90 0
NWSn A_model 110 14 0 90 0
NWSn A_model 120 11 0 90 0
NWSn A_model 130 23 0 90 0
NWSn A_model 140 27 0 90 0
NWSn A_model 150 39 0 90 0
NWSn A_model 160 95 0 90 0
NWSn A_model 170 97 0 90 0
NWSn A_model 180 169 0 90 0
NWSn A_model 190 232 0 90 0
NWSn A_model 200 2076 0 90 0
NWSn A_model 210 1025 0 90 0
NWSn A_model 220 1274 0 90 0
NWSn A_model 230 1791 0 90 0
NWSn A_model 240 2378 0 90 0
NWSn A_model 250 3325 0 90 0
NWSn A_model 260 4764 0 90 0
NWSn A_model 270 6064 0 90 0
NWSn A_model 280 9713 0 90 0
NWSn A_model 290 10225 0 90 0
NWSn A_model 300 62162 0 90 0
NWSn A_model 310 25150 0 90 0
NWSn A_model 320 28981 0 90 0
NWSn A_model 330 38963 0 90 0
NWSn A_model 340 46222 0 90 0
NWSn A_model 350 59559 0 90 0
NWSn A_model 360 74619 0 90 0
NWSn A_model 370 88659 0 90 0
NWSn A_model 380 122577 0 90 0
NWSn A_model 390 122338 0 90 0
NWSn A_model 400 576222 0 90 0
NWSn A_model 410 198950 0 90 0
NWSn A_model 420 215582 0 90 0
NWSn A_model 430 271658 0 90 0
NWSn A_model 440 296839 0 90 0
NWSn A_model 450 363398 0 90 0
NWSn A_model 460 413988 0 90 0
NWSn A_model 470 467788 0 90 0
NWSn A_model 480 590736 0 90 0
NWSn A_model 490 555336 0 90 0
NWSn A_model 500 2263536 0 90 0
NWSn A_model 510 687991 0 90 0
NWSn A_model 520 708582 0 90 0
NWSn A_model 530 851797 0 90 0
NWSn A_model 540 882023 0 90 0
NWSn A_model 550 1032189 0 90 0
NWSn A_model 560 1109027 0 90 0
NWSn A_model 570 1199983 0 90 0
NWSn A_model 580 1424170 0 90 0
NWSn A_model 590 1272086 0 90 0
NWSn A_model 600 4811271 0 90 0
NWSn A_model 610 1283320 0 90 0
NWSn A_model 620 1281597 0 90 0
NWSn A_model 630 1487112 0 90 0
NWSn A_model 640 1489249 0 90 0
NWSn A_model 650 1681650 0 90 0
NWSn A_model 660 1739436 0 90 0
NWSn A_model 670 1815551 0 90 0
NWSn A_model 680 2076579 0 90 0
NWSn A_model 690 1773196 0 90 0
NWSn A_model 700 6514821 0 90 0
NWSn A_model 710 1523270 0 90 0
NWSn A_model 720 1489232 0 90 0
NWSn A_model 730 1681078 0 90 0
NWSn A_model 740 1644328 0 90 0
NWSn A_model 750 1807882 0 90 0
NWSn A_model 760 1829602 0 90 0
NWSn A_model 770 1852841 0 90 0
NWSn A_model 780 2072759 0 90 0
NWSn A_model 790 1697843 0 90 0
NWSn A_model 800 6298860 0 90 0
NWSn A_model 810 1277770 0 90 0
NWSn A_model 820 1232932 0 90 0
NWSn A_model 830 1366682 0 90 0
NWSn A_model 840 1320963 0 90 0
NWSn A_model 850 1419643 0 90 0
NWSn A_model 860 1418440 0 90 0
NWSn A_model 870 1394977 0 90 0
NWSn A_model 880 1551769 0 90 0
NWSn A_model 890 1219227 0 90 0
NWSn A_model 900 4707397 0 90 0
NWSn A_model 910 816046 0 90 0
NWSn A_model 920 782751 0 90 0
NWSn A_model 930 856122 0 90 0
NWSn A_model 940 822004 0 90 0
NWSn A_model 950 869768 0 90 0
NWSn A_model 960 865267 0 90 0
NWSn A_model 970 830808 0 90 0
NWSn A_model 980 930127 0 90 0
NWSn A_model 990 698320 0 90 0
NWSn A_model 1000 2875541 0 90 0
NWSn A_model 1010 423452 0 90 0
NWSn A_model 1020 402755 0 90 0
NWSn A_model 1030 435911 0 90 0
NWSn A_model 1040 419157 0 90 0
NWSn A_model 1050 436913 0 90 0
NWSn A_model 1060 435677 0 90 0
NWSn A_model 1070 408508 0 90 0
NWSn A_model 1080 461725 0 90 0
NWSn A_model 1090 332495 0 90 0
NWSn A_model 1100 1489484 0 90 0
NWSn A_model 1110 180984 0 90 0
NWSn A_model 1120 173955 0 90 0
NWSn A_model 1130 187353 0 90 0
NWSn A_model 1140 180337 0 90 0
NWSn A_model 1150 185331 0 90 0
NWSn A_model 1160 186147 0 90 0
NWSn A_model 1170 171408 0 90 0
NWSn A_model 1180 196677 0 90 0
NWSn A_model 1190 136633 0 90 0
NWSn A_model 1200 672283 0 90 0
NWSn A_model 1210 67443 0 90 0
NWSn A_model 1220 64982 0 90 0
NWSn A_model 1230 69697 0 90 0
NWSn A_model 1240 67438 0 90 0
NWSn A_model 1250 68529 0 90 0
NWSn A_model 1260 69759 0 90 0
NWSn A_model 1270 62812 0 90 0
NWSn A_model 1280 73675 0 90 0
NWSn A_model 1290 49138 0 90 0
NWSn A_model 1300 270874 0 90 0
NWSn A_model 1310 21962 0 90 0
NWSn A_model 1320 21105 0 90 0
NWSn A_model 1330 22619 0 90 0
NWSn A_model 1340 22333 0 90 0
NWSn A_model 1350 22096 0 90 0
NWSn A_model 1360 23179 0 90 0
NWSn A_model 1370 20450 0 90 0
NWSn A_model 1380 24626 0 90 0
NWSn A_model 1390 15719 0 90 0
NWSn A_model 1400 98162 0 90 0
NWSn A_model 1410 6425 0 90 0
NWSn A_model 1420 6091 0 90 0
NWSn A_model 1430 6585 0 90 0
NWSn A_model 1440 6603 0 90 0
NWSn A_model 1450 6561 0 90 0
NWSn A_model 1460 7109 0 90 0
NWSn A_model 1470 5976 0 90 0
NWSn A_model 1480 7509 0 90 0
NWSn A_model 1490 4476 0 90 0
NWSn A_model 1500 32545 0 90 0
NWSn A_model 1510 1748 0 90 0
NWSn A_model 1520 1574 0 90 0
NWSn A_model 1530 1805 0 90 0
NWSn A_model 1540 1712 0 90 0
NWSn A_model 1550 1836 0 90 0
NWSn A_model 1560 1827 0 90 0
NWSn A_model 1570 1541 0 90 0
NWSn A_model 1580 2044 0 90 0
NWSn A_model 1590 1213 0 90 0
NWSn A_model 1600 9895 0 90 0
NWSn A_model 1610 351 0 90 0
NWSn A_model 1620 395 0 90 0
NWSn A_model 1630 426 0 90 0
NWSn A_model 1640 458 0 90 0
NWSn A_model 1650 446 0 90 0
NWSn A_model 1660 480 0 90 0
NWSn A_model 1670 404 0 90 0
NWSn A_model 1680 511 0 90 0
NWSn A_model 1690 300 0 90 0
NWSn A_model 1700 2766 0 90 0
NWSn A_model 1710 83 0 90 0
NWSn A_model 1720 96 0 90 0
NWSn A_model 1730 95 0 90 0
NWSn A_model 1740 92 0 90 0
NWSn A_model 1750 108 0 90 0
NWSn A_model 1760 110 0 90 0
NWSn A_model 1770 78 0 90 0
NWSn A_model 1780 126 0 90 0
NWSn A_model 1790 72 0 90 0
NWSn A_model 1800 781 0 90 0
NWSn A_model 1810 16 0 90 0
NWSn A_model 1820 23 0 90 0
NWSn A_model 1830 20 0 90 0
NWSn A_model 1840 15 0 90 0
NWSn A_model 1850 22 0 90 0
NWSn A_model 1860 31 0 90 0
NWSn A_model 1870 27 0 90 0
NWSn A_model 1880 18 0 90 0
NWSn A_model 1890 10 0 90 0
NWSn A_model 1900 184 0 90 0
NWSn A_model 1910 3 0 90 0
NWSn A_model 1920 6 0 90 0
NWSn A_model 1930 5 0 90 0
NWSn A_model 1940 3 0 90 0
NWSn A_model 1950 3 0 90 0
NWSn A_model 1960 4 0 90 0
NWSn A_model 1980 6 0 90 0
NWSn A_model 1990 2 0 90 0
NWSn A_model 2000 45 0 90 0
NWSn A_model 2050 1 0 90 0
NWSn A_model 2080 2 0 90 0
NWSn A_model 2100 13 0 90 0
NWSn A_model 2200 3 0 90 0
NWSn A_model 2280 1 0 90 0
NWSn A_model 2400 1 0 90 0
NWMn natural 0 5871 0 90 0
NWMn natural 10 678 0 90 0
NWMn natural 20 1578 0 90 0
NWMn natural 30 948 0 90 0
NWMn natural 40 2398 0 90 0
NWMn natural 50 1322 0 90 0
NWMn natural 60 3729 0 90 0
NWMn natural 70 1806 0 90 0
NWMn natural 80 6082 0 90 0
NWMn natural 90 2520 0 90 0
NWMn natural 100 164838 0 90 0
NWMn natural 110 16055 0 90 0
NWMn natural 120 30282 0 90 0
NWMn natural 130 20360 0 90 0
NWMn natural 140 40674 0 90 0
NWMn natural 150 24432 0 90 0
NWMn natural 160 57393 0 90 0
NWMn natural 170 30054 0 90 0
NWMn natural 180 82415 0 90 0
NWMn natural 190 33780 0 90 0
NWMn natural 200 1298421 0 90 0
NWMn natural 210 102018 0 90 0
NWMn natural 220 167164 0 90 0
NWMn natural 230 117989 0 90 0
NWMn natural 240 209007 0 90 0
NWMn natural 250 132202 0 90 0
NWMn natural 260 271791 0 90 0
NWMn natural 270 143540 0 90 0
NWMn natural 280 359948 0 90 0
NWMn natural 290 146557 0 90 0
NWMn natural 300 4613062 0 90 0
NWMn natural 310 280019 0 90 0
NWMn natural 320 429968 0 90 0
NWMn natural 330 305062 0 90 0
NWMn natural 340 513764 0 90 0
NWMn natural 350 321205 0 90 0
NWMn natural 360 633260 0 90 0
NWMn natural 370 329229 0 90 0
NWMn natural 380 799704 0 90 0
NWMn natural 390 311069 0 90 0
NWMn natural 400 9524852 0 90 0
NWMn natural 410 435076 0 90 0
NWMn natural 420 655722 0 90 0
NWMn natural 430 459664 0 90 0
NWMn natural 440 757418 0 90 0
NWMn natural 450 464576 0 90 0
NWMn natural 460 907243 0 90 0
NWMn natural 470 456664 0 90 0
NWMn natural 480 1106115 0 90 0
NWMn natural 490 404932 0 90 0
NWMn natural 500 13333513 0 90 0
NWMn natural 510 449145 0 90 0
NWMn natural 520 680967 0 90 0
NWMn natural 530 466009 0 90 0
NWMn natural 540 774409 0 90 0
NWMn natural 550 458854 0 90 0
NWMn natural 560 913273 0 90 0
NWMn natural 570 435265 0 90 0
NWMn natural 580 1095237 0 90 0
NWMn natural 590 371375 0 90 0
NWMn natural 600 14024750 0 90 0
NWMn natural 610 343541 0 90 0
NWMn natural 620 534026 0 90 0
NWMn natural 630 349935 0 90 0
NWMn natural 640 601894 0 90 0
NWMn natural 650 340237 0 90 0
NWMn natural 660 702604 0 90 0
NWMn natural 670 316486 0 90 0
NWMn natural 680 835226 0 90 0
NWMn natural 690 260270 0 90 0
NWMn natural 700 11845892 0 90 0
NWMn natural 710 206600 0 90 0
NWMn natural 720 336272 0 90 0
NWMn natural 730 210401 0 90 0
NWMn natural 740 378712 0 90 0
NWMn natural 750 201550 0 90 0
NWMn natural 760 441425 0 90 0
NWMn natural 770 185009 0 90 0
NWMn natural 780 522271 0 90 0
NWMn natural 790 148499 0 90 0
NWMn natural 800 8407563 0 90 0
NWMn natural 810 103195 0 90 0
NWMn natural 820 176982 0 90 0
NWMn natural 830 104472 0 90 0
NWMn natural 840 200023 0 90 0
NWMn natural 850 99937 0 90 0
NWMn natural 860 233245 0 90 0
NWMn natural 870 92178 0 90 0
NWMn natural 880 277169 0 90 0
NWMn natural 890 72102 0 90 0
NWMn natural 900 5156262 0 90 0
NWMn natural 910 44011 0 90 0
NWMn natural 920 80256 0 90 0
NWMn natural 930 44782 0 90 0
NWMn natural 940 91351 0 90 0
NWMn natural 950 42867 0 90 0
NWMn natural 960 108037 0 90 0
NWMn natural 970 39064 0 90 0
NWMn natural 980 129298 0 90 0
NWMn natural 990 30053 0 90 0
NWMn natural 1000 2796762 0 90 0
NWMn natural 1010 16533 0 90 0
NWMn natural 1020 32584 0 90 0
NWMn natural 1030 16791 0 90 0
NWMn natural 1040 37101 0 90 0
NWMn natural 1050 16653 0 90 0
NWMn natural 1060 43804 0 90 0
NWMn natural 1070 14676 0 90 0
NWMn natural 1080 53046 0 90 0
NWMn natural 1090 11169 0 90 0
NWMn natural 1100 1361242 0 90 0
NWMn natural 1110 5690 0 90 0
NWMn natural 1120 11802 0 90 0
NWMn natural 1130 5683 0 90 0
NWMn natural 1140 13615 0 90 0
NWMn natural 1150 5553 0 90 0
NWMn natural 1160 16042 0 90 0
NWMn natural 1170 5162 0 90 0
NWMn natural 1180 19934 0 90 0
NWMn natural 1190 3968 0 90 0
NWMn natural 1200 601950 0 90 0
NWMn natural 1210 1781 0 90 0
NWMn natural 1220 3870 0 90 0
NWMn natural 1230 1827 0 90 0
NWMn natural 1240 4565 0 90 0
NWMn natural 1250 1760 0 90 0
NWMn natural 1260 5579 0 90 0
NWMn natural 1270 1685 0 90 0
NWMn natural 1280 6977 0 90 0
NWMn natural 1290 1230 0 90 0
NWMn natural 1300 244816 0 90 0
NWMn natural 1310 490 0 90 0
NWMn natural 1320 1177 0 90 0
NWMn natural 1330 577 0 90 0
NWMn natural 1340 1455 0 90 0
NWMn natural 1350 534 0 90 0
NWMn natural 1360 1799 0 90 0
NWMn natural 1370 526 0 90 0
NWMn natural 1380 2190 0 90 0
NWMn natural 1390 444 0 90 0
NWMn natural 1400 91204 0 90 0
NWMn natural 1410 176 0 90 0
NWMn natural 1420 410 0 90 0
NWMn natural 1430 194 0 90 0
NWMn natural 1440 477 0 90 0
NWMn natural 1450 197 0 90 0
NWMn natural 1460 602 0 90 0
NWMn natural 1470 207 0 90 0
NWMn natural 1480 730 0 90 0
NWMn natural 1490 134 0 90 0
NWMn natural 1500 31589 0 90 0
NWMn natural 1510 87 0 90 0
NWMn natural 1520 151 0 90 0
NWMn natural 1530 97 0 90 0
NWMn natural 1540 180 0 90 0
NWMn natural 1550 86 0 90 0
NWMn natural 1560 216 0 90 0
NWMn natural 1570 83 0 90 0
NWMn natural 1580 203 0 90 0
NWMn natural 1590 86 0 90 0
NWMn natural 1600 10239 0 90 0
NWMn natural 1610 45 0 90 0
NWMn natural 1620 92 0 90 0
NWMn natural 1630 45 0 90 0
NWMn natural 1640 80 0 90 0
